source,target,weight
720575940644576968,720575940609269259,6
720575940644576968,720575940622715561,5
720575940644576968,720575940638197070,20
720575940644576968,720575940646227566,5
720575940644576968,720575940636762479,12
720575940644576968,720575940637603982,8
720575940644576968,720575940620818891,8
720575940644576968,720575940626796456,6
720575940644576968,720575940616996364,5
720575940644576968,720575940631463030,14
720575940644576968,720575940627725401,17
720575940644576968,720575940622364854,9
720575940644576968,720575940629868843,6
720575940644576968,720575940625033196,23
720575940644576968,720575940633005880,6
720575940644576968,720575940627497244,6
720575940644576968,720575940615553426,6
720575940644576968,720575940614035683,10
720575940644576968,720575940623887288,11
720575940644576968,720575940659229057,15
720575940644576968,720575940628715285,7
720575940644576968,720575940631536415,10
720575940644576968,720575940615593044,5
720575940619411147,720575940621298270,67
720575940619411147,720575940631586858,62
720575940619411147,720575940634034839,64
720575940619411147,720575940613590501,40
720575940619411147,720575940623875819,48
720575940619411147,720575940611671506,51
720575940619411147,720575940618757666,77
720575940619411147,720575940624450342,54
720575940619411147,720575940641593051,72
720575940619411147,720575940614944977,25
720575940619411147,720575940619931119,34
720575940619411147,720575940660217473,21
720575940619411147,720575940617537570,48
720575940619411147,720575940630571052,73
720575940619411147,720575940631619921,21
720575940619411147,720575940618561403,60
720575940619411147,720575940640830453,55
720575940619411147,720575940631423116,79
720575940619411147,720575940610669614,47
720575940619411147,720575940636241550,49
720575940619411147,720575940615594658,127
720575940619411147,720575940633938349,79
720575940619411147,720575940633483807,67
720575940619411147,720575940622920074,64
720575940619411147,720575940608241365,30
720575940619411147,720575940616169578,24
720575940619411147,720575940630183286,71
720575940619411147,720575940621398254,120
720575940619411147,720575940627737365,26
720575940619411147,720575940620565313,23
720575940619411147,720575940617586757,11
720575940619411147,720575940641606541,67
720575940619411147,720575940631287912,73
720575940619411147,720575940632416298,116
720575940619411147,720575940606056905,70
720575940619411147,720575940612461461,94
720575940619411147,720575940623788040,21
720575940619411147,720575940631899223,58
720575940619411147,720575940632795532,17
720575940619411147,720575940632197930,75
720575940619411147,720575940612907121,20
720575940619411147,720575940630945335,84
720575940619411147,720575940622054497,63
720575940619411147,720575940638128474,14
720575940619411147,720575940635119723,5
720575940619411147,720575940626624275,10
720575940619411147,720575940627690246,48
720575940619411147,720575940633212441,7
720575940619411147,720575940628609579,147
720575940619411147,720575940634156755,87
720575940619411147,720575940639017050,5
720575940619411147,720575940613258221,7
720575940619411147,720575940631975884,25
720575940619411147,720575940644704160,57
720575940619411147,720575940631630021,16
720575940619411147,720575940617205179,48
720575940619411147,720575940614429165,12
720575940619411147,720575940644362788,96
720575940619411147,720575940661114753,10
720575940619411147,720575940611944914,6
720575940619411147,720575940623000858,18
720575940619411147,720575940628343634,5
720575940619411147,720575940606751922,9
720575940619411147,720575940608124338,12
720575940619411147,720575940631497078,7
720575940619411147,720575940627927573,89
720575940619411147,720575940623136717,26
720575940619411147,720575940611379569,25
720575940619411147,720575940614238114,8
720575940623146701,720575940616908177,17
720575940623146701,720575940610161091,34
720575940623146701,720575940623137997,36
720575940623146701,720575940635249332,18
720575940623146701,720575940608293129,18
720575940623146701,720575940611352014,15
720575940623146701,720575940632167085,21
720575940623146701,720575940615513086,21
720575940623146701,720575940615160386,7
720575940623146701,720575940634325087,6
720575940623146701,720575940609447179,9
720575940623146701,720575940612699761,9
720575940623146701,720575940624879911,22
720575940623146701,720575940619531373,12
720575940623146701,720575940640541091,50
720575940623146701,720575940648633988,23
720575940623146701,720575940614714178,13
720575940623146701,720575940631054634,7
720575940623146701,720575940629009513,9
720575940623146701,720575940616197819,8
720575940623146701,720575940623636701,17
720575940623146701,720575940612284569,5
720575940623146701,720575940621542747,32
720575940623146701,720575940623650823,15
720575940623146701,720575940606649865,8
720575940623146701,720575940624832743,13
720575940623146701,720575940637864355,12
720575940623146701,720575940660217985,19
720575940623146701,720575940630493818,14
720575940623146701,720575940629792732,28
720575940623146701,720575940605758142,12
720575940623146701,720575940610100437,20
720575940623146701,720575940617781383,15
720575940623146701,720575940632505359,10
720575940623146701,720575940628059978,14
720575940623146701,720575940625977802,7
720575940623146701,720575940629011655,5
720575940623146701,720575940626378242,12
720575940623146701,720575940608345778,20
720575940623146701,720575940621123113,15
720575940623146701,720575940644004768,9
720575940623146701,720575940613203119,18
720575940623146701,720575940606722249,12
720575940623146701,720575940626115134,8
720575940623146701,720575940616758322,23
720575940623146701,720575940637623780,19
720575940623146701,720575940613804259,28
720575940623146701,720575940609460491,18
720575940623146701,720575940619637780,7
720575940623146701,720575940631462200,13
720575940623146701,720575940631193052,13
720575940623146701,720575940630340474,10
720575940623146701,720575940619456728,14
720575940623146701,720575940623955637,21
720575940623146701,720575940625056509,5
720575940623146701,720575940637943374,22
720575940623146701,720575940622726271,123
720575940623146701,720575940627042064,28
720575940623146701,720575940605883569,9
720575940623146701,720575940635066975,26
720575940623146701,720575940623945404,10
720575940623146701,720575940631801671,5
720575940623146701,720575940617299131,8
720575940623146701,720575940630407388,13
720575940623146701,720575940608898005,8
720575940623146701,720575940626342174,26
720575940623146701,720575940624330281,11
720575940623146701,720575940616486230,8
720575940623146701,720575940661114753,21
720575940623146701,720575940626143806,5
720575940623146701,720575940625493400,9
720575940623146701,720575940618112310,42
720575940623146701,720575940615366055,37
720575940623146701,720575940623792648,10
720575940623146701,720575940634545890,15
720575940623146701,720575940619059102,5
720575940623146701,720575940628573519,5
720575940623146701,720575940630549370,15
720575940623146701,720575940630225403,11
720575940623146701,720575940617343316,9
720575940623146701,720575940621529435,35
720575940623146701,720575940603464672,43
720575940623146701,720575940614956072,51
720575940623146701,720575940633294796,23
720575940623146701,720575940624661552,8
720575940623146701,720575940642086389,17
720575940623146701,720575940649045369,6
720575940623146701,720575940622338742,40
720575940623146701,720575940638624189,18
720575940623146701,720575940625585508,44
720575940623146701,720575940640803200,10
720575940623146701,720575940607439964,8
720575940623146701,720575940615708482,23
720575940623146701,720575940619071005,54
720575940623146701,720575940612347571,28
720575940623146701,720575940611703080,6
720575940623146701,720575940637628762,25
720575940623146701,720575940646576436,36
720575940623146701,720575940639080765,19
720575940623146701,720575940620595053,10
720575940623146701,720575940618865112,52
720575940623146701,720575940631704716,18
720575940623146701,720575940630097103,14
720575940623146701,720575940626986885,14
720575940623146701,720575940632698797,16
720575940623146701,720575940632403986,14
720575940623146701,720575940614238114,9
720575940623146701,720575940637136752,13
720575940623146701,720575940639121571,5
720575940623146701,720575940631538028,5
720575940623146701,720575940626675837,15
720575940623146701,720575940640955637,15
720575940623146701,720575940606590338,7
720575940623146701,720575940631603281,37
720575940623146701,720575940660217729,18
720575940623146701,720575940630914858,5
720575940623146701,720575940630546540,5
720575940623146701,720575940631161570,7
720575940623146701,720575940621533985,8
720575940623146701,720575940609282825,15
720575940623146701,720575940634949311,13
720575940623146701,720575940635983770,63
720575940623146701,720575940633190847,20
720575940623146701,720575940617903168,15
720575940623146701,720575940612637554,5
720575940623146701,720575940637594334,45
720575940612038350,720575940628406538,9
720575940612038350,720575940631023159,11
720575940612038350,720575940633350348,5
720575940634156755,720575940613668266,10
720575940634156755,720575940622089761,11
720575940634156755,720575940627750799,7
720575940634156755,720575940610899666,31
720575940634156755,720575940627110824,6
720575940634156755,720575940616198715,13
720575940634156755,720575940636489140,18
720575940634156755,720575940626201372,10
720575940634156755,720575940622495401,10
720575940634156755,720575940627223614,10
720575940634156755,720575940635119723,5
720575940634156755,720575940623050334,6
720575940634156755,720575940620617153,35
720575940634156755,720575940628716821,8
720575940634156755,720575940620235796,21
720575940634156755,720575940620981072,47
720575940634156755,720575940615892374,6
720575940634156755,720575940633940947,18
720575940616888020,720575940614963359,8
720575940616888020,720575940644306592,5
720575940616888020,720575940627253604,6
720575940616888020,720575940628132745,35
720575940616888020,720575940632189900,17
720575940616888020,720575940620561840,5
720575940616888020,720575940635202204,10
720575940616888020,720575940637308605,22
720575940616888020,720575940623326941,8
720575940613152474,720575940656071841,56
720575940613152474,720575940631362553,7
720575940613152474,720575940630919895,6
720575940613152474,720575940620285400,30
720575940613152474,720575940622106996,9
720575940613152474,720575940629868843,30
720575940613152474,720575940615621266,33
720575940613152474,720575940627725401,24
720575940613152474,720575940639887413,13
720575940613152474,720575940615346686,11
720575940613152474,720575940621398721,7
720575940613152474,720575940625033196,16
720575940613152474,720575940619161629,5
720575940613152474,720575940631342551,9
720575940613152474,720575940626583226,7
720575940613152474,720575940606756030,8
720575940630847196,720575940619582168,9
720575940630847196,720575940629704210,36
720575940630847196,720575940621403782,7
720575940630847196,720575940638627038,13
720575940630847196,720575940618440000,7
720575940630847196,720575940640788725,5
720575940630847196,720575940639432782,7
720575940630847196,720575940634388927,13
720575940630847196,720575940619822784,20
720575940630847196,720575940609137500,5
720575940630847196,720575940620119279,10
720575940630847196,720575940624394790,6
720575940630847196,720575940653093110,20
720575940630847196,720575940620664496,5
720575940630847196,720575940631623417,7
720575940630847196,720575940632032460,24
720575940630847196,720575940636479668,5
720575940630847196,720575940621564329,13
720575940630847196,720575940628082053,9
720575940630847196,720575940640325429,5
720575940630847196,720575940630460919,5
720575940630847196,720575940620912987,8
720575940630847196,720575940625563623,5
720575940630847196,720575940618833624,18
720575940630847196,720575940615868010,9
720575940630847196,720575940625691372,6
720575940630847196,720575940607667723,8
720575940630847196,720575940610995410,8
720575940630847196,720575940626859080,5
720575940630847196,720575940615484063,19
720575940630847196,720575940644306592,5
720575940630847196,720575940618340057,23
720575940630847196,720575940620711334,5
720575940630847196,720575940638720233,21
720575940630847196,720575940613635737,8
720575940630847196,720575940621832397,10
720575940630847196,720575940632868051,8
720575940630847196,720575940615298215,5
720575940630847196,720575940622363574,10
720575940630847196,720575940640763507,6
720575940630847196,720575940620624177,5
720575940630847196,720575940621638534,7
720575940630847196,720575940627099066,5
720575940630847196,720575940623992317,10
720575940630847196,720575940625400420,7
720575940630847196,720575940618031394,7
720575940630847196,720575940627359107,11
720575940630847196,720575940625959667,6
720575940630847196,720575940629421159,12
720575940630847196,720575940611516586,15
720575940630847196,720575940615626562,7
720575940630847196,720575940625894119,5
720575940630847196,720575940622722659,5
720575940630847196,720575940639417432,5
720575940630847196,720575940638900713,6
720575940630847196,720575940623326941,5
720575940630847196,720575940619864047,7
720575940630847196,720575940624163303,5
720575940630847196,720575940605807206,9
720575940630847196,720575940605876866,7
720575940630847196,720575940620656731,7
720575940630847196,720575940631067868,13
720575940630847196,720575940625159677,15
720575940630847196,720575940630346860,6
720575940630847196,720575940625450680,8
720575940630847196,720575940631608313,11
720575940630847196,720575940615684242,8
720575940630847196,720575940624323110,10
720575940630847196,720575940620065694,8
720575940630847196,720575940613303471,5
720575940630847196,720575940628346634,6
720575940630847196,720575940624986919,7
720575940630847196,720575940621804159,10
720575940630847196,720575940640834211,13
720575940630847196,720575940622313398,10
720575940630847196,720575940620634021,10
720575940630847196,720575940614461014,5
720575940632714977,720575940618807454,7
720575940632714977,720575940625102224,7
720575940632714977,720575940629513478,13
720575940632714977,720575940620943743,24
720575940632714977,720575940622078685,6
720575940632714977,720575940626848275,10
720575940632714977,720575940608545219,9
720575940632714977,720575940611047446,6
720575940632714977,720575940627083397,6
720575940632714977,720575940626956008,19
720575940632714977,720575940623276168,11
720575940632714977,720575940611085274,7
720575940632714977,720575940616182155,16
720575940632714977,720575940605249154,25
720575940632714977,720575940617257985,8
720575940634320610,720575940621398721,15
720575940634320610,720575940621713502,5
720575940634320610,720575940625702670,8
720575940634320610,720575940637187982,10
720575940634320610,720575940626358861,31
720575940634320610,720575940620873607,13
720575940634320610,720575940624774839,7
720575940634320610,720575940640291125,10
720575940634320610,720575940616867526,58
720575940634320610,720575940627255226,6
720575940634320610,720575940619981366,6
720575940634320610,720575940622801279,13
720575940634320610,720575940638848346,45
720575940634320610,720575940631821911,54
720575940634320610,720575940630748098,10
720575940634320610,720575940634927096,12
720575940634320610,720575940614765777,11
720575940634320610,720575940633197196,5
720575940634320610,720575940627761241,8
720575940634320610,720575940625371236,41
720575940634320610,720575940629808795,69
720575940634320610,720575940629482225,32
720575940634320610,720575940610056149,8
720575940634320610,720575940611914194,23
720575940634320610,720575940627327294,27
720575940634320610,720575940630149531,40
720575940634320610,720575940633428388,28
720575940634320610,720575940626293534,15
720575940634320610,720575940620968021,27
720575940634320610,720575940623179177,19
720575940634320610,720575940609659331,35
720575940634320610,720575940620045470,30
720575940634320610,720575940616984844,6
720575940634320610,720575940627110330,25
720575940634320610,720575940638989375,11
720575940634320610,720575940636502264,15
720575940634320610,720575940642523099,24
720575940634320610,720575940623548893,13
720575940634320610,720575940611563310,8
720575940634320610,720575940622998298,6
720575940634320610,720575940630877226,13
720575940634320610,720575940632764995,18
720575940634320610,720575940633645732,40
720575940634320610,720575940616172650,52
720575940634320610,720575940632068815,57
720575940634320610,720575940625838606,8
720575940634320610,720575940624538445,31
720575940613840611,720575940612418201,27
720575940613840611,720575940631343416,14
720575940613840611,720575940627133827,10
720575940613840611,720575940635891866,14
720575940613840611,720575940636988535,19
720575940613840611,720575940632833347,9
720575940613840611,720575940613233394,18
720575940613840611,720575940631717443,5
720575940613840611,720575940621444779,14
720575940613840611,720575940622557168,11
720575940613840611,720575940639889205,15
720575940613840611,720575940621777903,6
720575940613840611,720575940633583059,5
720575940613840611,720575940621992820,77
720575940614037229,720575940622749210,28
720575940614037229,720575940628563688,45
720575940614037229,720575940611497518,39
720575940614037229,720575940631365975,16
720575940614037229,720575940639723197,12
720575940614037229,720575940619854795,19
720575940614037229,720575940619944283,7
720575940614037229,720575940621646945,5
720575940614037229,720575940631838994,9
720575940614037229,720575940616837132,9
720575940614037229,720575940632444943,37
720575940614037229,720575940626184848,8
720575940614037229,720575940617180347,6
720575940614037229,720575940631501676,24
720575940614037229,720575940653213174,9
720575940614037229,720575940623608361,21
720575940614037229,720575940639071721,38
720575940614037229,720575940618596381,5
720575940614037229,720575940636543668,21
720575940614037229,720575940640216910,7
720575940614037229,720575940615171122,12
720575940614037229,720575940622084161,12
720575940614037229,720575940642523099,6
720575940619738863,720575940618284190,11
720575940619738863,720575940624209288,5
720575940619738863,720575940629532777,15
720575940619738863,720575940626006200,11
720575940619738863,720575940611385806,22
720575940619738863,720575940627139530,28
720575940619738863,720575940623067389,7
720575940619738863,720575940622018217,20
720575940619738863,720575940606726834,10
720575940619738863,720575940629560770,44
720575940619738863,720575940625878160,12
720575940619738863,720575940628290307,5
720575940619738863,720575940627204362,5
720575940619738863,720575940623468691,5
720575940619738863,720575940620842111,27
720575940619738863,720575940620300308,12
720575940619738863,720575940615868010,6
720575940619738863,720575940628577897,13
720575940619738863,720575940633396636,6
720575940619738863,720575940633556644,8
720575940619738863,720575940616471052,9
720575940619738863,720575940620918789,21
720575940619738863,720575940634743999,5
720575940619738863,720575940621334181,6
720575940619738863,720575940632962786,6
720575940619738863,720575940615999489,21
720575940619738863,720575940607725321,6
720575940619738863,720575940626125331,7
720575940619738863,720575940628891396,5
720575940619738863,720575940629327659,8
720575940619738863,720575940630487035,14
720575940619738863,720575940626717573,11
720575940619738863,720575940617991195,20
720575940619738863,720575940630346860,6
720575940619738863,720575940634172267,30
720575940619738863,720575940622143245,6
720575940619738863,720575940621694401,5
720575940619738863,720575940619549598,8
720575940619738863,720575940627578055,6
720575940619738863,720575940619453861,6
720575940619738863,720575940627253604,6
720575940619738863,720575940613458403,6
720575940619738863,720575940624525043,23
720575940630683383,720575940629513478,31
720575940630683383,720575940617257985,10
720575940630683383,720575940614175742,32
720575940630683383,720575940626887198,5
720575940630683383,720575940625102224,19
720575940630683383,720575940615255603,9
720575940630683383,720575940608545219,6
720575940630683383,720575940635089689,12
720575940630683383,720575940616077874,16
720575940630683383,720575940611139733,14
720575940630683383,720575940633350812,16
720575940630683383,720575940630291671,8
720575940630683383,720575940622843530,5
720575940630683383,720575940614062503,13
720575940630683383,720575940619615552,17
720575940630683383,720575940606149321,72
720575940630683383,720575940630921027,12
720575940630683383,720575940604569824,65
720575940630683383,720575940621554112,6
720575940630683383,720575940647207044,5
720575940630683383,720575940628348265,18
720575940630683383,720575940620165541,23
720575940630683383,720575940628715285,17
720575940630683383,720575940617349974,33
720575940630683383,720575940628895750,7
720575940630683383,720575940639124029,5
720575940629012227,720575940627845704,5
720575940629012227,720575940613307033,6
720575940629012227,720575940620082512,11
720575940629012227,720575940612087758,6
720575940629012227,720575940608188427,35
720575940629012227,720575940628360723,10
720575940622917381,720575940626682129,5
720575940622917381,720575940632463890,21
720575940622917381,720575940629473847,9
720575940622917381,720575940636999280,8
720575940622917381,720575940639112765,5
720575940622917381,720575940635968398,10
720575940622917381,720575940622048862,8
720575940622917381,720575940635362716,6
720575940622917381,720575940615912415,5
720575940622917381,720575940633995949,5
720575940622917381,720575940617787293,6
720575940622917381,720575940620082512,5
720575940622917381,720575940628802888,10
720575940622917381,720575940621319924,5
720575940622917381,720575940613808638,13
720575940622917381,720575940635917966,16
720575940622917381,720575940619864047,21
720575940622917381,720575940613025331,13
720575940622917381,720575940618189227,18
720575940622917381,720575940627438076,28
720575940622917381,720575940623203805,11
720575940622917381,720575940621976097,8
720575940622917381,720575940625253193,8
720575940622917381,720575940628360723,8
720575940622917381,720575940611139733,5
720575940622917381,720575940618002747,6
720575940622917381,720575940606149321,17
720575940622917381,720575940620878727,5
720575940622917381,720575940611666898,6
720575940622917381,720575940631335528,10
720575940622917381,720575940628970748,9
720575940622917381,720575940613915823,9
720575940622917381,720575940604569824,44
720575940622917381,720575940618157110,18
720575940622917381,720575940615201211,7
720575940622917381,720575940603952608,8
720575940622917381,720575940620060838,5
720575940629077766,720575940642545115,6
720575940629077766,720575940606775486,9
720575940629077766,720575940613753878,5
720575940625702670,720575940619194277,5
720575940625702670,720575940630568830,5
720575940625702670,720575940623499132,5
720575940625702670,720575940627427015,8
720575940625702670,720575940627861291,12
720575940625702670,720575940615139503,11
720575940625702670,720575940607825621,6
720575940625702670,720575940607643058,5
720575940625702670,720575940623888397,19
720575940625702670,720575940629614697,11
720575940625702670,720575940632068815,11
720575940625702670,720575940633645732,6
720575940625702670,720575940620047877,12
720575940625702670,720575940633005880,16
720575940625702670,720575940631146716,5
720575940625702670,720575940607860098,12
720575940625702670,720575940631149532,7
720575940625702670,720575940622998298,23
720575940628258577,720575940628069501,62
720575940628258577,720575940651192566,11
720575940628258577,720575940608174978,27
720575940628258577,720575940627643691,18
720575940628258577,720575940626309562,60
720575940628258577,720575940642181005,5
720575940628258577,720575940619457088,6
720575940628258577,720575940640155581,5
720575940628258577,720575940628699560,5
720575940628258577,720575940622560094,12
720575940628258577,720575940621514093,13
720575940628258577,720575940606696369,10
720575940628258577,720575940628523113,6
720575940628258577,720575940632327243,8
720575940628258577,720575940619918203,30
720575940628258577,720575940627764497,5
720575940628258577,720575940632521529,5
720575940628258577,720575940647935028,37
720575940628258577,720575940636418740,6
720575940628258577,720575940637106032,10
720575940628258577,720575940635449230,10
720575940628258577,720575940620117670,11
720575940628258577,720575940637394851,11
720575940628258577,720575940642737824,19
720575940628258577,720575940630427961,10
720575940628258577,720575940623585208,12
720575940628258577,720575940641018320,17
720575940628258577,720575940613455986,134
720575940628258577,720575940639210915,46
720575940628258577,720575940622140481,6
720575940628258577,720575940638421582,16
720575940628258577,720575940618237953,8
720575940628258577,720575940620813989,43
720575940628258577,720575940626983524,17
720575940628258577,720575940623945194,5
720575940628258577,720575940624931888,18
720575940628258577,720575940627175879,19
720575940628258577,720575940633324627,32
720575940628258577,720575940613984578,5
720575940628258577,720575940620718040,7
720575940628258577,720575940605899692,12
720575940628258577,720575940609600523,27
720575940628258577,720575940622745853,8
720575940628258577,720575940611641042,15
720575940628258577,720575940615391638,7
720575940628258577,720575940625437698,17
720575940628258577,720575940640868184,5
720575940628258577,720575940631772367,5
720575940628258577,720575940617026260,18
720575940628258577,720575940634764468,7
720575940628258577,720575940631590943,7
720575940628258577,720575940627019004,21
720575940628258577,720575940660932993,9
720575940628258577,720575940613726179,11
720575940628258577,720575940629638443,8
720575940628258577,720575940609162505,8
720575940628258577,720575940621006672,15
720575940628258577,720575940625952755,14
720575940628258577,720575940628365114,9
720575940628258577,720575940619148829,8
720575940628258577,720575940612518055,18
720575940628258577,720575940618902488,10
720575940628258577,720575940627581053,11
720575940628258577,720575940645336100,12
720575940628258577,720575940623471740,18
720575940628586261,720575940622143245,7
720575940628586261,720575940633556644,9
720575940628586261,720575940621647948,10
720575940628586261,720575940616012061,21
720575940628586261,720575940631129362,11
720575940628586261,720575940623650055,12
720575940628586261,720575940641553805,5
720575940628586261,720575940624391816,5
720575940628586261,720575940624209288,7
720575940628586261,720575940606946690,14
720575940628586261,720575940624175615,5
720575940628586261,720575940629532777,5
720575940628586261,720575940639182424,23
720575940628586261,720575940633268575,9
720575940628586261,720575940612218547,26
720575940628586261,720575940632962786,9
720575940635041561,720575940638928191,5
720575940635041561,720575940621365440,5
720575940635041561,720575940620047877,6
720575940635041561,720575940623154429,12
720575940635041561,720575940623940622,9
720575940635041561,720575940603578848,8
720575940635041561,720575940606539454,10
720575940635041561,720575940605386930,5
720575940635041561,720575940639165247,9
720575940635041561,720575940630037079,11
720575940621475610,720575940632900665,24
720575940621475610,720575940641276045,7
720575940621475610,720575940644968215,5
720575940621475610,720575940611633010,7
720575940621475610,720575940625502666,9
720575940621475610,720575940615522922,10
720575940621475610,720575940644438551,12
720575940621475610,720575940626889491,6
720575940621475610,720575940623355114,8
720575940621475610,720575940607774044,7
720575940621475610,720575940620431798,5
720575940621475610,720575940648636292,13
720575940621475610,720575940637607646,31
720575940621475610,720575940610236514,16
720575940621475610,720575940629437545,24
720575940621475610,720575940633011256,8
720575940621475610,720575940604737708,16
720575940621475610,720575940637635305,10
720575940621475610,720575940620678772,5
720575940621475610,720575940608144732,47
720575940621475610,720575940615043222,7
720575940621475610,720575940627826760,6
720575940621475610,720575940629547991,7
720575940621475610,720575940618058048,18
720575940621475610,720575940624891941,5
720575940621475610,720575940617444130,6
720575940621475610,720575940618273241,5
720575940621475610,720575940619623407,6
720575940621475610,720575940633429331,7
720575940621475610,720575940623455239,18
720575940621475610,720575940617281025,5
720575940621475610,720575940628102652,10
720575940621475610,720575940622517956,10
720575940621475610,720575940624710653,9
720575940621475610,720575940626203394,8
720575940621475610,720575940625048250,22
720575940621475610,720575940612033253,5
720575940621475610,720575940618002747,6
720575940621475610,720575940616026939,5
720575940621475610,720575940622263066,6
720575940621475610,720575940614403178,5
720575940621475610,720575940628154364,5
720575940621475610,720575940631082808,5
720575940621475610,720575940627949589,5
720575940628586283,720575940627891305,7
720575940628586283,720575940624951847,79
720575940628586283,720575940637736006,8
720575940628586283,720575940623983859,40
720575940628586283,720575940610375214,8
720575940628586283,720575940644541600,11
720575940628586283,720575940627888144,42
720575940628586283,720575940621548108,6
720575940628586283,720575940643471008,8
720575940628586283,720575940620541099,14
720575940628586283,720575940628709019,18
720575940628586283,720575940627096957,11
720575940628586283,720575940632042148,20
720575940628586283,720575940633763411,5
720575940628586283,720575940623050334,10
720575940628586283,720575940629594106,5
720575940628586283,720575940633940947,18
720575940628586283,720575940622186376,9
720575940628586283,720575940635355804,8
720575940628586283,720575940607689394,15
720575940628586283,720575940622089761,12
720575940629995319,720575940614403178,8
720575940629995319,720575940634459290,53
720575940629995319,720575940629502251,8
720575940629995319,720575940619134789,22
720575940629995319,720575940627447068,14
720575940629995319,720575940632943277,21
720575940629995319,720575940613870242,6
720575940629995319,720575940628842240,32
720575940629995319,720575940608339209,34
720575940629995319,720575940646682676,7
720575940629995319,720575940617955099,6
720575940629995319,720575940640178640,10
720575940629995319,720575940628455942,76
720575940629995319,720575940637126007,19
720575940629995319,720575940638526278,37
720575940629995319,720575940635146848,9
720575940629995319,720575940622219190,7
720575940629995319,720575940639242303,9
720575940629995319,720575940621068464,21
720575940629995319,720575940621457690,46
720575940629995319,720575940631517251,36
720575940629995319,720575940633705636,5
720575940629995319,720575940624534972,5
720575940629995319,720575940617796642,49
720575940629995319,720575940618807454,10
720575940629995319,720575940633593548,13
720575940629995319,720575940642506459,61
720575940629995319,720575940611675634,15
720575940629995319,720575940630140119,55
720575940629995319,720575940628627867,13
720575940615708482,720575940625585508,86
720575940615708482,720575940612637554,16
720575940615708482,720575940608293129,19
720575940615708482,720575940631462200,6
720575940615708482,720575940603464672,26
720575940615708482,720575940624879911,16
720575940615708482,720575940629792732,73
720575940615708482,720575940617903168,5
720575940615708482,720575940637628762,8
720575940615708482,720575940642086389,5
720575940615708482,720575940629009513,7
720575940615708482,720575940627042064,8
720575940615708482,720575940606590338,6
720575940615708482,720575940616197819,6
720575940615708482,720575940604352172,10
720575940615708482,720575940609447179,20
720575940615708482,720575940632007983,9
720575940615708482,720575940607439964,8
720575940615708482,720575940637943374,14
720575940615708482,720575940640415859,12
720575940615708482,720575940605758142,18
720575940615708482,720575940623792648,101
720575940615708482,720575940632505359,10
720575940615708482,720575940621551854,12
720575940615708482,720575940625056509,7
720575940615708482,720575940637594334,31
720575940615708482,720575940611352014,7
720575940615708482,720575940610161091,77
720575940615708482,720575940635066975,24
720575940615708482,720575940613804259,22
720575940615708482,720575940638624189,19
720575940615708482,720575940628059978,18
720575940615708482,720575940646576436,8
720575940615708482,720575940625584484,15
720575940615708482,720575940634325087,5
720575940615708482,720575940617781383,6
720575940615708482,720575940660217729,106
720575940615708482,720575940622338742,74
720575940615708482,720575940614956072,10
720575940615708482,720575940618865112,25
720575940615708482,720575940630546540,19
720575940615708482,720575940626143806,19
720575940615708482,720575940625977802,6
720575940615708482,720575940606649865,11
720575940615708482,720575940619456728,9
720575940615708482,720575940621542747,35
720575940615708482,720575940648633988,70
720575940615708482,720575940609460491,15
720575940615708482,720575940630493818,13
720575940615708482,720575940616908177,78
720575940615708482,720575940630097103,7
720575940615708482,720575940622650879,17
720575940615708482,720575940615366055,16
720575940615708482,720575940608898005,8
720575940615708482,720575940613203119,15
720575940615708482,720575940616758322,17
720575940615708482,720575940624832743,19
720575940615708482,720575940621585279,26
720575940615708482,720575940619071005,30
720575940615708482,720575940633772452,6
720575940615708482,720575940626675837,20
720575940615708482,720575940631161570,18
720575940615708482,720575940637136752,8
720575940615708482,720575940624435128,18
720575940615708482,720575940619059102,27
720575940615708482,720575940615160386,9
720575940615708482,720575940624330281,7
720575940615708482,720575940631054634,6
720575940615708482,720575940631704716,79
720575940615708482,720575940649045369,6
720575940615708482,720575940635983770,61
720575940615708482,720575940630914858,15
720575940615708482,720575940618112310,81
720575940615708482,720575940640803200,27
720575940615708482,720575940637864355,16
720575940615708482,720575940622457443,5
720575940615708482,720575940619078091,8
720575940615708482,720575940620595053,6
720575940615708482,720575940619531373,19
720575940615708482,720575940626986885,13
720575940615708482,720575940606722249,37
720575940615708482,720575940622726271,48
720575940615708482,720575940623945404,11
720575940615708482,720575940621123113,7
720575940615708482,720575940610100437,8
720575940615708482,720575940624661552,7
720575940615708482,720575940630225403,15
720575940615708482,720575940612347571,85
720575940615708482,720575940634949311,6
720575940615708482,720575940633294796,5
720575940615708482,720575940640541091,106
720575940615708482,720575940631603281,62
720575940615708482,720575940626342174,97
720575940615708482,720575940621529435,33
720575940615708482,720575940616486230,5
720575940615708482,720575940639080765,15
720575940615708482,720575940632698797,30
720575940615708482,720575940640314190,13
720575940615708482,720575940619637780,10
720575940615708482,720575940612284569,6
720575940615708482,720575940615513086,6
720575940615708482,720575940618499238,5
720575940615708482,720575940623137997,78
720575940615708482,720575940630340474,5
720575940615708482,720575940623146701,6
720575940615708482,720575940633190847,17
720575940615708482,720575940614714178,9
720575940615708482,720575940651758838,7
720575940615708482,720575940631801671,6
720575940615708482,720575940617299131,25
720575940615708482,720575940632167085,9
720575940615708482,720575940637623780,27
720575940616068933,720575940614492397,11
720575940616068933,720575940628169219,16
720575940616068933,720575940638910040,5
